sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
,,,,,,,,,,,,,input,input,tenaga kerja padi,Penyiangan,Rp/HOK,60000,60000,hok,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,input,input,tenaga kerja padi,Bird + pig waching,Rp/HOK,60000,60000,hok,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,input,input,tenaga kerja padi,Panen,Rp/HOK,60000,60000,hok,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,input,input,tenaga kerja padi,Perontokan + Pengeringan,Rp/HOK,60000,60000,hok,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,input,input,tenaga kerja karet,Pembuatan lubang + pagar + tanam,Rp/HOK,60000,60000,hok,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,input,input,tenaga kerja karet,Penyiangan,Rp/HOK,60000,60000,hok,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
,,,,,,,,,,,,,input,input,tenaga kerja karet,Pruning,Rp/HOK,60000,60000,hok,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,input,input,tenaga kerja karet,Penyadapan,Rp/HOK,60000,60000,HOK,0,0,0,0,0,0,0,0,0,9.3469794,17.0981613,22.70569752,24.6871845,24.86337855,25.21121464,26.05083624,27.0754308,27.25137938,27.59857403,27.93953168,28.27429193,27.72837639,27.56743463,26.3813385,24.68318292,24.68318292,23.88430861,23.387859,22.53151519,21.71435764
,,,,,,,,,,,,,input,input,tenaga kerja panen,panen durian,rp,60000,60000,HOK,,,,,,,,,,,,2,,,8,,,8,,,8,,,8,,,8,,,8
,,,,,,,,,,,,,input,input,tenaga kerja panen,panen duku,rp,60000,60000,HOK,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,input,input,tenaga kerja panen,panen jengkol,rp,60000,60000,HOK,,,,,,,,,,,,2,2,3,3,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,output,output,sampingan,Padi,Rp/kg,6000,6000,kg,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,output,output,utama,Karet basah,Rp/kg,5500,5500,kg,,,,,,,,,,203.934096,373.050792,495.3970368,538.62948,542.4737139,550.0628649,568.3818816,590.736672,594.57555,602.150706,609.589782,616.893642,604.9827576,601.471301,575.59284,538.5421728,538.5421728,521.1121878,510.28056,491.596695,473.767803
,,,,,,,,,,,,,output,output,sampingan,Durian ,Rp/btr,5000,5000,butir,,,,,,,,,,,,100,,,200,,,300,,,300,,,300,,,300,,,300
,,,,,,,,,,,,,output,output,sampingan,Duku,Rp/kg,4000,4000,kg,,,,,,,,,,,,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
,,,,,,,,,,,,,output,output,sampingan,Jengkol ,Rp/kg,6000,6000,kg,,,,,,,,,,,,100,150,300,300,350,400,500,600,600,600,600,600,600,600,600,600,600,600,600
